reviewer_name,date,rating,text,developer_reply
Unknown,"March 25, 2025",5,"balram kbmore_vert Flag inappropriateMarch 25, 2025very easy experience of applying and receiving the visa. thank you atlys.Did you find this helpful?YesNo","balram kbmore_vert Flag inappropriateMarch 25, 2025very easy experience of applying and receiving the visa. thank you atlys.Did you find this helpful?YesNo"
Unknown,"March 17, 2025",4,"Uday Kumarmore_vert Flag inappropriateMarch 17, 2025Overall very satisfied with ease and speed of visa process and approval..Keep it up..UdayDid you find this helpful?YesNo","Uday Kumarmore_vert Flag inappropriateMarch 17, 2025Overall very satisfied with ease and speed of visa process and approval..Keep it up..UdayDid you find this helpful?YesNo"
Unknown,"March 19, 2025",5,"Vineet Sethmore_vert Flag inappropriateMarch 19, 2025Great responsive service. A good thing for traveller's.Did you find this helpful?YesNo","Vineet Sethmore_vert Flag inappropriateMarch 19, 2025Great responsive service. A good thing for traveller's.Did you find this helpful?YesNo"
Unknown,"May 1, 2025",5,"Sathyanarayanan Venkataramanmore_vert Flag inappropriateShow review historyMay 1, 2025Excellent Online app for worry free visas. I got my Vietnam Visa on the exact time as promised by Atlys. Hereafter I use this app only for my future International Travells. Now got my Azerbaijan visa ahead of time.Did you find this helpful?YesNo","Sathyanarayanan Venkataramanmore_vert Flag inappropriateShow review historyMay 1, 2025Excellent Online app for worry free visas. I got my Vietnam Visa on the exact time as promised by Atlys. Hereafter I use this app only for my future International Travells. Now got my Azerbaijan visa ahead of time.Did you find this helpful?YesNo"
Unknown,"March 28, 2025",5,"VPS RENAULTmore_vert Flag inappropriateMarch 28, 2025wonderful company, very cooperative and helpful team. they know their work thoroughly and are very professional. they do what they commit.Did you find this helpful?YesNo","VPS RENAULTmore_vert Flag inappropriateMarch 28, 2025wonderful company, very cooperative and helpful team. they know their work thoroughly and are very professional. they do what they commit.Did you find this helpful?YesNo"
Unknown,"April 2, 2025",1,"Akash Agrawalmore_vert Flag inappropriateApril 2, 2025worst experience ever. If you want to miss your visa application go for them2 people found this review helpfulDid you find this helpful?YesNo","Akash Agrawalmore_vert Flag inappropriateApril 2, 2025worst experience ever. If you want to miss your visa application go for them2 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 8, 2025",5,"Anil Datlamore_vert Flag inappropriateApril 8, 2025excellent services and on time VISA approval. I highly recommend this Atlys. its a complete hassel free services.Did you find this helpful?YesNo","Anil Datlamore_vert Flag inappropriateApril 8, 2025excellent services and on time VISA approval. I highly recommend this Atlys. its a complete hassel free services.Did you find this helpful?YesNo"
Unknown,"April 26, 2025",5,"Kalindi Devmore_vert Flag inappropriateApril 26, 2025very fast visa service, hassle free, less documents required😊 very happy with Atlys appDid you find this helpful?YesNo","Kalindi Devmore_vert Flag inappropriateApril 26, 2025very fast visa service, hassle free, less documents required😊 very happy with Atlys appDid you find this helpful?YesNo"
Unknown,"May 9, 2025",5,"Saswata kumar Sarkarmore_vert Flag inappropriateShow review historyMay 9, 2025i love it .. excellent support team and on time gurentee highly recommend thank you atlysDid you find this helpful?YesNo","Saswata kumar Sarkarmore_vert Flag inappropriateShow review historyMay 9, 2025i love it .. excellent support team and on time gurentee highly recommend thank you atlysDid you find this helpful?YesNo"
Unknown,"March 14, 2025",5,"Pramod Kharemore_vert Flag inappropriateMarch 14, 2025Very good, fast but when i get shengen visa without obstacles, will be great dayDid you find this helpful?YesNo","Pramod Kharemore_vert Flag inappropriateMarch 14, 2025Very good, fast but when i get shengen visa without obstacles, will be great dayDid you find this helpful?YesNo"
Unknown,"April 17, 2025",5,"Ragini Sharmamore_vert Flag inappropriateApril 17, 2025The experience was super easy and stress free.Did you find this helpful?YesNo","Ragini Sharmamore_vert Flag inappropriateApril 17, 2025The experience was super easy and stress free.Did you find this helpful?YesNo"
Unknown,"April 18, 2025",1,"Kareem Awadmore_vert Flag inappropriateApril 18, 2025its a scam at first they till you thats how much visa will cost then you apply approved then they will as you to pay double to view your visa😞1 person found this review helpfulDid you find this helpful?YesNo","Kareem Awadmore_vert Flag inappropriateApril 18, 2025its a scam at first they till you thats how much visa will cost then you apply approved then they will as you to pay double to view your visa😞1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"May 2, 2025",1,"SatZ MinotauRmore_vert Flag inappropriateMay 2, 2025do not apply through atlys for last minute visa. They are not handling responsibly.1 person found this review helpfulDid you find this helpful?YesNo","SatZ MinotauRmore_vert Flag inappropriateMay 2, 2025do not apply through atlys for last minute visa. They are not handling responsibly.1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"May 3, 2025",1,"Rushil Joshimore_vert Flag inappropriateMay 3, 2025cancel due to ineligibility then not return money, say use atlys credit in future. well I paid money then return the money at source.1 person found this review helpfulDid you find this helpful?YesNo","Rushil Joshimore_vert Flag inappropriateMay 3, 2025cancel due to ineligibility then not return money, say use atlys credit in future. well I paid money then return the money at source.1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"May 29, 2025",1,"abhaymore_vert Flag inappropriateMay 29, 2025Applied for a Singapore visa via Atlys and had a terrible experience. The app looks sleek but is full of bugs. Despite promises of a 5-day processing time, I found out after 2 weeks (after enquiring through the embassy) that my application hadn’t even been submitted. The operations team is unresponsive, and the agents handling the process are completely unreliable. Avoid if you’re on a deadline or need a stress-free visa process or if there is any other reason. I'm extremely disappointed.Did you find this helpful?YesNoAtlysMay 29, 2025Hi Abhay, we regret the inconvenience caused. Please share your registered email address on review-escalations@atlys.com so that we can assist you at the earliest.","abhaymore_vert Flag inappropriateMay 29, 2025Applied for a Singapore visa via Atlys and had a terrible experience. The app looks sleek but is full of bugs. Despite promises of a 5-day processing time, I found out after 2 weeks (after enquiring through the embassy) that my application hadn’t even been submitted. The operations team is unresponsive, and the agents handling the process are completely unreliable. Avoid if you’re on a deadline or need a stress-free visa process or if there is any other reason. I'm extremely disappointed.Did you find this helpful?YesNoAtlysMay 29, 2025Hi Abhay, we regret the inconvenience caused. Please share your registered email address on review-escalations@atlys.com so that we can assist you at the earliest."
Unknown,"February 19, 2025",5,"Saikrishna Smore_vert Flag inappropriateFebruary 19, 2025We had an absolutely fantastic experience with Atlys! From scheduling our appointments to guiding us through the documentation process, every step was seamless and hassle-free. Their expertise and efficiency made the entire experience smooth and stress-free. We highly recommend their services and will undoubtedly choose them for all our future travel needs!Did you find this helpful?YesNo","Saikrishna Smore_vert Flag inappropriateFebruary 19, 2025We had an absolutely fantastic experience with Atlys! From scheduling our appointments to guiding us through the documentation process, every step was seamless and hassle-free. Their expertise and efficiency made the entire experience smooth and stress-free. We highly recommend their services and will undoubtedly choose them for all our future travel needs!Did you find this helpful?YesNo"
Unknown,"January 23, 2025",5,"Nijas B Rawthermore_vert Flag inappropriateJanuary 23, 2025Got my visas much before the promised date. Except finding it hard to reach their customer support (Almost impossible to ), everything else was very professional and top notch. Highly recommended.Did you find this helpful?YesNo","Nijas B Rawthermore_vert Flag inappropriateJanuary 23, 2025Got my visas much before the promised date. Except finding it hard to reach their customer support (Almost impossible to ), everything else was very professional and top notch. Highly recommended.Did you find this helpful?YesNo"
Unknown,"January 27, 2025",5,"Abhishek Gehlotmore_vert Flag inappropriateJanuary 27, 2025Amazingly simple and fast service. I used the service to apply visas for my parents and the process is made so simple and smooth that not so tech people of their age could also complete everything within 5 minutes. Kudos to the team 🙌Did you find this helpful?YesNo","Abhishek Gehlotmore_vert Flag inappropriateJanuary 27, 2025Amazingly simple and fast service. I used the service to apply visas for my parents and the process is made so simple and smooth that not so tech people of their age could also complete everything within 5 minutes. Kudos to the team 🙌Did you find this helpful?YesNo"
Unknown,"February 20, 2025",1,"Nishkarsh Kankariamore_vert Flag inappropriateFebruary 20, 2025I have been trying to reach support on the app for days now, no one has responded! Not good. Got my visa, but absence of support to help with further concerns does not give much confidence to use the platform. Beware.2 people found this review helpfulDid you find this helpful?YesNo","Nishkarsh Kankariamore_vert Flag inappropriateFebruary 20, 2025I have been trying to reach support on the app for days now, no one has responded! Not good. Got my visa, but absence of support to help with further concerns does not give much confidence to use the platform. Beware.2 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"February 21, 2025",1,"Krishnan Kmore_vert Flag inappropriateFebruary 21, 2025Definitely avoid for Schengen The app is a tech charade for a deeply manual process requiring multiple followups. Call back requests on app will auto close as completed without calling Application packet was incomplete and had to run around for additional documents at the appointment1 person found this review helpfulDid you find this helpful?YesNo","Krishnan Kmore_vert Flag inappropriateFebruary 21, 2025Definitely avoid for Schengen The app is a tech charade for a deeply manual process requiring multiple followups. Call back requests on app will auto close as completed without calling Application packet was incomplete and had to run around for additional documents at the appointment1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 2, 2025",1,"Bishal Chowdhurymore_vert Flag inappropriateShow review historyMarch 2, 2025Booked for Chinese visa. Paid for it. getting auto calls from atlys to upload the documents, but the app is so buggy, only getting white screens. How am I supposed to upload them ? There's no customer service. Pathetic5 people found this review helpfulDid you find this helpful?YesNoAtlysOctober 11, 2024We're sorry to hear about your experience with our Schengen visa service and understand your frustration. Our role is to assist with scheduling your visa appointment and providing guidance on the necessary documents. However, the final decision on visa approval rests solely with the consulate, which is beyond our control.","Bishal Chowdhurymore_vert Flag inappropriateShow review historyMarch 2, 2025Booked for Chinese visa. Paid for it. getting auto calls from atlys to upload the documents, but the app is so buggy, only getting white screens. How am I supposed to upload them ? There's no customer service. Pathetic5 people found this review helpfulDid you find this helpful?YesNoAtlysOctober 11, 2024We're sorry to hear about your experience with our Schengen visa service and understand your frustration. Our role is to assist with scheduling your visa appointment and providing guidance on the necessary documents. However, the final decision on visa approval rests solely with the consulate, which is beyond our control."
Unknown,"January 16, 2025",5,"Gautam Sumanmore_vert Flag inappropriateJanuary 16, 2025Was Little skepticle first but glad to have trusted atlys. Very minimal documentation required, very smooth app experience and a very swift process to get visa . Most recommended.Did you find this helpful?YesNo","Gautam Sumanmore_vert Flag inappropriateJanuary 16, 2025Was Little skepticle first but glad to have trusted atlys. Very minimal documentation required, very smooth app experience and a very swift process to get visa . Most recommended.Did you find this helpful?YesNo"
Unknown,"January 14, 2025",5,"Rameshmore_vert Flag inappropriateJanuary 14, 2025I really like their service. The service charge is not too high and they process the visa quickly. But they only do tourist visas. It would be great if they also do business visas.Did you find this helpful?YesNo","Rameshmore_vert Flag inappropriateJanuary 14, 2025I really like their service. The service charge is not too high and they process the visa quickly. But they only do tourist visas. It would be great if they also do business visas.Did you find this helpful?YesNo"
Unknown,"January 19, 2025",1,"Satish T.nmore_vert Flag inappropriateJanuary 19, 2025They hide lot of information till you pay the money. Once you pay the money, they don't inform anything. You have to login and check everything yourself. Then, they will ask you documents which costs a lot.2 people found this review helpfulDid you find this helpful?YesNo","Satish T.nmore_vert Flag inappropriateJanuary 19, 2025They hide lot of information till you pay the money. Once you pay the money, they don't inform anything. You have to login and check everything yourself. Then, they will ask you documents which costs a lot.2 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"February 13, 2025",1,"shaleen bhatnagarmore_vert Flag inappropriateFebruary 13, 2025Pathetic App . No customer service . No update . Every time you have to write an e mail and even after that there is no clarification . Site ask to upload documents but no option to know what documents need to be uploaded . Minus 5 star .1 person found this review helpfulDid you find this helpful?YesNo","shaleen bhatnagarmore_vert Flag inappropriateFebruary 13, 2025Pathetic App . No customer service . No update . Every time you have to write an e mail and even after that there is no clarification . Site ask to upload documents but no option to know what documents need to be uploaded . Minus 5 star .1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"January 25, 2025",1,"tarunmore_vert Flag inappropriateJanuary 25, 2025No not so good service. i have applied for US visa through this app. aftr paying there fees no one approached so far desipte so many msgs made to them. which is quite frustating and unprofessional1 person found this review helpfulDid you find this helpful?YesNo","tarunmore_vert Flag inappropriateJanuary 25, 2025No not so good service. i have applied for US visa through this app. aftr paying there fees no one approached so far desipte so many msgs made to them. which is quite frustating and unprofessional1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"January 22, 2025",5,"Priyanka Punekarmore_vert Flag inappropriateJanuary 22, 2025It was very fast process. My visa came before expected time. I was very happy for that. Great work. Keep doing the great work. Will definitely apply soon for next Country Visa.Did you find this helpful?YesNo","Priyanka Punekarmore_vert Flag inappropriateJanuary 22, 2025It was very fast process. My visa came before expected time. I was very happy for that. Great work. Keep doing the great work. Will definitely apply soon for next Country Visa.Did you find this helpful?YesNo"
Unknown,"January 20, 2025",3,"Anirudh Vyasmore_vert Flag inappropriateJanuary 20, 2025There is no option to change the email id and phone number in account section. I have entered the email id wrongly during signup and now I will never be able to change it.Did you find this helpful?YesNo","Anirudh Vyasmore_vert Flag inappropriateJanuary 20, 2025There is no option to change the email id and phone number in account section. I have entered the email id wrongly during signup and now I will never be able to change it.Did you find this helpful?YesNo"
Unknown,"February 10, 2025",5,"senthilvel muruganmore_vert Flag inappropriateFebruary 10, 2025Easy and hustle free to get visa with this app. Details are being extracted from passport automatically. That's greatDid you find this helpful?YesNo","senthilvel muruganmore_vert Flag inappropriateFebruary 10, 2025Easy and hustle free to get visa with this app. Details are being extracted from passport automatically. That's greatDid you find this helpful?YesNo"
Unknown,"March 6, 2025",1,"Prateek Mittalmore_vert Flag inappropriateMarch 6, 2025Very poor services. They are adding daily new docs to add. No customer service . Very very poor. Don't waste your money in it.3 people found this review helpfulDid you find this helpful?YesNo","Prateek Mittalmore_vert Flag inappropriateMarch 6, 2025Very poor services. They are adding daily new docs to add. No customer service . Very very poor. Don't waste your money in it.3 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"February 9, 2025",5,"Relyant FZEmore_vert Flag inappropriateFebruary 9, 2025Excellent service. I got my Turkey visa in 10 minutes of filling out the application and payment based on my USA Visa. Great Job. I love it and Gob Bless this app owners.Did you find this helpful?YesNo","Relyant FZEmore_vert Flag inappropriateFebruary 9, 2025Excellent service. I got my Turkey visa in 10 minutes of filling out the application and payment based on my USA Visa. Great Job. I love it and Gob Bless this app owners.Did you find this helpful?YesNo"
Unknown,"January 20, 2025",1,"Akshay Gaidhanemore_vert Flag inappropriateJanuary 20, 2025Dubai Visa Got rejected and Reason not mentioned, atlys mail me for refund but not showing on app refund details. As well as no proper answer recived from atlys team. I checked on app they show the visa is approved, I paid 1800 for 2 visa they upload only 1 person visa 2md person visa rejected.1 person found this review helpfulDid you find this helpful?YesNo","Akshay Gaidhanemore_vert Flag inappropriateJanuary 20, 2025Dubai Visa Got rejected and Reason not mentioned, atlys mail me for refund but not showing on app refund details. As well as no proper answer recived from atlys team. I checked on app they show the visa is approved, I paid 1800 for 2 visa they upload only 1 person visa 2md person visa rejected.1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"January 9, 2025",5,"vinod hoodamore_vert Flag inappropriateJanuary 9, 2025I had a great experience in getting Australia tourist visa via Atlys team. Their rep Chirag was very helpful and upto the mark on all sort of follow up needed and got the visa in time. Thanks to team Atlyus and Chirag for all the support.1 person found this review helpfulDid you find this helpful?YesNo","vinod hoodamore_vert Flag inappropriateJanuary 9, 2025I had a great experience in getting Australia tourist visa via Atlys team. Their rep Chirag was very helpful and upto the mark on all sort of follow up needed and got the visa in time. Thanks to team Atlyus and Chirag for all the support.1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 4, 2025",5,"Siddharth Vashisthamore_vert Flag inappropriateMarch 4, 2025I used Atlys 3 times and every time they have improved. This time they stunned me. Sent a secure box to my address for passport pick up and got my visa in 4 days.Did you find this helpful?YesNo","Siddharth Vashisthamore_vert Flag inappropriateMarch 4, 2025I used Atlys 3 times and every time they have improved. This time they stunned me. Sent a secure box to my address for passport pick up and got my visa in 4 days.Did you find this helpful?YesNo"
Unknown,"December 24, 2024",1,"rahul wadhwamore_vert Flag inappropriateShow review historyDecember 24, 2024Bogus website. They guarantee you a visa and they couldn't get me an appointment for Italy forget about visa on top of that took a lot of time to refund my money.6 people found this review helpfulDid you find this helpful?YesNo","rahul wadhwamore_vert Flag inappropriateShow review historyDecember 24, 2024Bogus website. They guarantee you a visa and they couldn't get me an appointment for Italy forget about visa on top of that took a lot of time to refund my money.6 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"December 21, 2024",4,"Apratim Mukhopadhyaymore_vert Flag inappropriateDecember 21, 2024Great UI and experience using the app, but the startup lacks any form of customer service.Did you find this helpful?YesNo","Apratim Mukhopadhyaymore_vert Flag inappropriateDecember 21, 2024Great UI and experience using the app, but the startup lacks any form of customer service.Did you find this helpful?YesNo"
Unknown,"January 31, 2025",5,"Mohammed Abiadmore_vert Flag inappropriateJanuary 31, 2025Great app made my visa application much easier than I expected and they even supported me on every step even though I was short on time I got my visa before time. Thank you Atlys wish you all the bestDid you find this helpful?YesNo","Mohammed Abiadmore_vert Flag inappropriateJanuary 31, 2025Great app made my visa application much easier than I expected and they even supported me on every step even though I was short on time I got my visa before time. Thank you Atlys wish you all the bestDid you find this helpful?YesNo"
Unknown,"January 29, 2025",5,"aakash gargmore_vert Flag inappropriateJanuary 29, 2025The experience has been incredible, the Australian visa was delivered well before time, I am really happy with the service and will be using it again in future for sure.Did you find this helpful?YesNo","aakash gargmore_vert Flag inappropriateJanuary 29, 2025The experience has been incredible, the Australian visa was delivered well before time, I am really happy with the service and will be using it again in future for sure.Did you find this helpful?YesNo"
Unknown,"January 15, 2025",5,"Nilesh Jamnismore_vert Flag inappropriateJanuary 15, 2025Very easy, very reliable and completely transparent. Highly Recommended.Did you find this helpful?YesNo","Nilesh Jamnismore_vert Flag inappropriateJanuary 15, 2025Very easy, very reliable and completely transparent. Highly Recommended.Did you find this helpful?YesNo"
Unknown,"January 18, 2025",5,"Ashok furnishersmore_vert Flag inappropriateJanuary 18, 2025Atlys is definitely the best visa online platform my experience with them is truly great and smooth i get my uae visa in 3 days where as other agencies taking too much time and money for the same servicesDid you find this helpful?YesNo","Ashok furnishersmore_vert Flag inappropriateJanuary 18, 2025Atlys is definitely the best visa online platform my experience with them is truly great and smooth i get my uae visa in 3 days where as other agencies taking too much time and money for the same servicesDid you find this helpful?YesNo"
Unknown,"March 19, 2025",5,"Last Gamemore_vert Flag inappropriateMarch 19, 2025Fast and helpful if any issues arise in the visa application process1 person found this review helpfulDid you find this helpful?YesNo","Last Gamemore_vert Flag inappropriateMarch 19, 2025Fast and helpful if any issues arise in the visa application process1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"June 9, 2023",3,"Raunak Singhmore_vert Flag inappropriateShow review historyJune 9, 2023I received my eVOA through atlys in 3 days. The app is easy to use but not very accurate when showing the status. The ETA keeps changing to next day although I submitted all the documents. The customer service is next to existent. They respond to any query through email only and might not work for anyone looking for urgent. So so kind of app I feel. Needs a lot of improvement.34 people found this review helpfulDid you find this helpful?YesNo","Raunak Singhmore_vert Flag inappropriateShow review historyJune 9, 2023I received my eVOA through atlys in 3 days. The app is easy to use but not very accurate when showing the status. The ETA keeps changing to next day although I submitted all the documents. The customer service is next to existent. They respond to any query through email only and might not work for anyone looking for urgent. So so kind of app I feel. Needs a lot of improvement.34 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"June 7, 2025",5,"Satish Rajarammore_vert Flag inappropriateJune 7, 2025perfect and user friendly for frequent travellerDid you find this helpful?YesNo","Satish Rajarammore_vert Flag inappropriateJune 7, 2025perfect and user friendly for frequent travellerDid you find this helpful?YesNo"
Unknown,"April 29, 2025",5,"SIYAR K Smore_vert Flag inappropriateApril 29, 2025on time visa. very simple process. tension free.Did you find this helpful?YesNo","SIYAR K Smore_vert Flag inappropriateApril 29, 2025on time visa. very simple process. tension free.Did you find this helpful?YesNo"
Unknown,"January 16, 2025",1,"praneeth reddymore_vert Flag inappropriateJanuary 16, 2025Worst customer service ever. They don't respond in time and they won't resolve your issue once they get the payment. And there refund system sucks like anything.4 people found this review helpfulDid you find this helpful?YesNo","praneeth reddymore_vert Flag inappropriateJanuary 16, 2025Worst customer service ever. They don't respond in time and they won't resolve your issue once they get the payment. And there refund system sucks like anything.4 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"February 13, 2025",1,"Mithun Biswasmore_vert Flag inappropriateFebruary 13, 2025Very fair customer service there is no customer care number, did not solve the problem, and did not clear if I the documents that I needed. Atlas should work with customer service.. at least needed customer care number1 person found this review helpfulDid you find this helpful?YesNo","Mithun Biswasmore_vert Flag inappropriateFebruary 13, 2025Very fair customer service there is no customer care number, did not solve the problem, and did not clear if I the documents that I needed. Atlas should work with customer service.. at least needed customer care number1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"November 8, 2022",1,"Jonas Kontvainismore_vert Flag inappropriateNovember 8, 2022Wouldn't recommend to anyone. It took them 15 days to issue visa instead of 5 ETA. Also charged visa fee for minor while it's actually issued for free. When I finally received it was 3 days left till my original traveling start and I had cancelled the trip because of their unreliability. They promote as a solution to the issue of payment for the visa directly (the problem which I have encountered and the reason I saw Atlys advertising on the web), but their reason for delay was payment problems!18 people found this review helpfulDid you find this helpful?YesNo","Jonas Kontvainismore_vert Flag inappropriateNovember 8, 2022Wouldn't recommend to anyone. It took them 15 days to issue visa instead of 5 ETA. Also charged visa fee for minor while it's actually issued for free. When I finally received it was 3 days left till my original traveling start and I had cancelled the trip because of their unreliability. They promote as a solution to the issue of payment for the visa directly (the problem which I have encountered and the reason I saw Atlys advertising on the web), but their reason for delay was payment problems!18 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"February 21, 2023",1,"Don Schneidermore_vert Flag inappropriateFebruary 21, 2023Don't use this app. Installed on Galaxy S9, with all Android updates already installed. It changed my screen launcher to Microsoft Launcher without telling me. I changed back to Samsungs default launcher (One UI Home)-crashed repeatedly. Another launcher also crashed repeatedly. Atlys had just been installed thus likely the problem. I tried to uninstall, but couldn't scroll to it under Apps-Settings also crashed when it got to Atlys. Went to Google Store and uninstalled. All problems went away.14 people found this review helpfulDid you find this helpful?YesNo","Don Schneidermore_vert Flag inappropriateFebruary 21, 2023Don't use this app. Installed on Galaxy S9, with all Android updates already installed. It changed my screen launcher to Microsoft Launcher without telling me. I changed back to Samsungs default launcher (One UI Home)-crashed repeatedly. Another launcher also crashed repeatedly. Atlys had just been installed thus likely the problem. I tried to uninstall, but couldn't scroll to it under Apps-Settings also crashed when it got to Atlys. Went to Google Store and uninstalled. All problems went away.14 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 30, 2025",1,"Ananth Kumarmore_vert Flag inappropriateApril 30, 2025not recommend. they won't refund courier charges if you cancel the application. they gave all wrong information on their website. after paying fees, they will ask you download app and upload additional documents. again after 2 days they will call and ask additional documents. they don't accept hotel bookings from booking com or agoda. be careful. and these people will waste your time and they will call you to delete review. after cancelling still I am getting messages for passport pickup now.1 person found this review helpfulDid you find this helpful?YesNo","Ananth Kumarmore_vert Flag inappropriateApril 30, 2025not recommend. they won't refund courier charges if you cancel the application. they gave all wrong information on their website. after paying fees, they will ask you download app and upload additional documents. again after 2 days they will call and ask additional documents. they don't accept hotel bookings from booking com or agoda. be careful. and these people will waste your time and they will call you to delete review. after cancelling still I am getting messages for passport pickup now.1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 23, 2025",5,"Nimal Roymore_vert Flag inappropriateMarch 23, 2025Really appreciate it, I got my e-visa and invitation letter the time they have given, I think within 3 days I got all my documents. thank you so muchDid you find this helpful?YesNo","Nimal Roymore_vert Flag inappropriateMarch 23, 2025Really appreciate it, I got my e-visa and invitation letter the time they have given, I think within 3 days I got all my documents. thank you so muchDid you find this helpful?YesNo"
Unknown,"April 9, 2025",1,"Karthik Narisettimore_vert Flag inappropriateApril 9, 2025I’m extremely disappointed with my experience with Atlys regarding my Georgia visa application. I submitted my payment and all required documents on April 3rd, and have clear proof of this — including multiple screenshots. Despite this, I had to follow up several times due to repeated issues with their document upload process. Every time I reached out, I was reassured that everything was in place and that my visa would be processed on time.Did you find this helpful?YesNo","Karthik Narisettimore_vert Flag inappropriateApril 9, 2025I’m extremely disappointed with my experience with Atlys regarding my Georgia visa application. I submitted my payment and all required documents on April 3rd, and have clear proof of this — including multiple screenshots. Despite this, I had to follow up several times due to repeated issues with their document upload process. Every time I reached out, I was reassured that everything was in place and that my visa would be processed on time.Did you find this helpful?YesNo"
Unknown,"May 29, 2025",5,"Gbadamosi Olubunmimore_vert Flag inappropriateMay 29, 2025my experience is topnotch, very happy with their timing, I got my family visa with in 4days. thanksDid you find this helpful?YesNoAtlysMay 29, 2025Hi, thanks for sharing your feedback. We are grateful for your support and look forward to serving you again soon!","Gbadamosi Olubunmimore_vert Flag inappropriateMay 29, 2025my experience is topnotch, very happy with their timing, I got my family visa with in 4days. thanksDid you find this helpful?YesNoAtlysMay 29, 2025Hi, thanks for sharing your feedback. We are grateful for your support and look forward to serving you again soon!"
Unknown,"April 9, 2025",5,"Akhilesh Guptamore_vert Flag inappropriateApril 9, 2025This app is excellent! It’s user-friendly and works seamlessly, thanks to a dedicated team that manages it very well. The timely updates streamline tasks and ease out the workload. I highly recommend it!Did you find this helpful?YesNo","Akhilesh Guptamore_vert Flag inappropriateApril 9, 2025This app is excellent! It’s user-friendly and works seamlessly, thanks to a dedicated team that manages it very well. The timely updates streamline tasks and ease out the workload. I highly recommend it!Did you find this helpful?YesNo"
Unknown,"May 31, 2025",5,"Lloyd Brownmore_vert Flag inappropriateMay 31, 2025excellent,fast and reliable.Did you find this helpful?YesNoAtlysMay 31, 2025Hi there, thank you for sharing your feedback. We are glad to serve you. Happy travelling!","Lloyd Brownmore_vert Flag inappropriateMay 31, 2025excellent,fast and reliable.Did you find this helpful?YesNoAtlysMay 31, 2025Hi there, thank you for sharing your feedback. We are glad to serve you. Happy travelling!"
Unknown,"January 11, 2025",5,"Ayush Bansalmore_vert Flag inappropriateJanuary 11, 2025Cant express in words how wonderful this app is. Totally loved the service and ease of applying visa . For the visa process only choose atlys.Did you find this helpful?YesNo","Ayush Bansalmore_vert Flag inappropriateJanuary 11, 2025Cant express in words how wonderful this app is. Totally loved the service and ease of applying visa . For the visa process only choose atlys.Did you find this helpful?YesNo"
Unknown,"March 10, 2025",2,"Gireesh Kulkarnimore_vert Flag inappropriateMarch 10, 2025I am giving 2 stars despite getting visa on time because they displayed Atlys fees as zero for now (which indicates no charges) but when I tried to download my visa they asked me to pay Rs. 1000, I felt it's a kind of mis-selling.Did you find this helpful?YesNo","Gireesh Kulkarnimore_vert Flag inappropriateMarch 10, 2025I am giving 2 stars despite getting visa on time because they displayed Atlys fees as zero for now (which indicates no charges) but when I tried to download my visa they asked me to pay Rs. 1000, I felt it's a kind of mis-selling.Did you find this helpful?YesNo"
Unknown,"May 20, 2025",5,"Sudharshan Baskarmore_vert Flag inappropriateMay 20, 2025i recently applied for a uae visa the process was very smooth and got my visa within 18 hours even though the promised time was 3 days.Did you find this helpful?YesNo","Sudharshan Baskarmore_vert Flag inappropriateMay 20, 2025i recently applied for a uae visa the process was very smooth and got my visa within 18 hours even though the promised time was 3 days.Did you find this helpful?YesNo"
